candidate_id,project,file,start_line,end_line,candidate_type,dominant_issue,complexity_proxy,request_parameters,session_keys,database_tables,dom_selectors,forms,allowed_transformations,oracle_status
phpbb-C0335,phpbb,phpBB/includes/functions_user.php,1705,1798,sql_data_access,SQL/Data Access Region,17,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0336,phpbb,phpBB/includes/functions_user.php,1798,1852,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0337,phpbb,phpBB/includes/functions_user.php,1889,1936,sql_data_access,SQL/Data Access Region,8,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0338,phpbb,phpBB/includes/functions_user.php,1936,2141,long_method_or_region,Long or Complex Region,20,,,,,,Extract Method,pending
phpbb-C0339,phpbb,phpBB/includes/functions_user.php,2252,2521,sql_data_access,SQL/Data Access Region,43,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0340,phpbb,phpBB/includes/functions_user.php,2560,2672,sql_data_access,SQL/Data Access Region,12,,,legend;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0341,phpbb,phpBB/includes/functions_user.php,2672,2808,sql_data_access,SQL/Data Access Region,19,,,a;their,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0342,phpbb,phpBB/includes/functions_user.php,2808,2973,sql_data_access,SQL/Data Access Region,18,,,a;the;which,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0343,phpbb,phpBB/includes/functions_user.php,2973,3014,sql_data_access,SQL/Data Access Region,4,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0344,phpbb,phpBB/includes/functions_user.php,3052,3221,sql_data_access,SQL/Data Access Region,19,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0345,phpbb,phpBB/includes/functions_user.php,3221,3269,sql_data_access,SQL/Data Access Region,5,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0346,phpbb,phpBB/includes/functions_user.php,3269,3418,sql_data_access,SQL/Data Access Region,21,,,any;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0347,phpbb,phpBB/includes/functions_user.php,3446,3512,sql_data_access,SQL/Data Access Region,15,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0348,phpbb,phpBB/includes/functions_user.php,3512,3582,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0349,phpbb,phpBB/includes/functions_user.php,3582,3658,sql_data_access,SQL/Data Access Region,10,,,newly,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0350,phpbb,phpBB/includes/functions_user.php,3658,3704,sql_data_access,SQL/Data Access Region,7,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0351,phpbb,phpBB/includes/message_parser.php,1,2039,mixed_php_html_sql,SQL in Presentation Logic,348,add_file;delete_file,,code;form;relative;the,# . $new_entry[;.$1;.([a-z]+);.[a-z]+;.[a-z_]+;.syntax;.syntaxdefault,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0352,phpbb,phpBB/includes/message_parser.php,53,106,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0353,phpbb,phpBB/includes/message_parser.php,127,267,sql_data_access,SQL/Data Access Region,36,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0354,phpbb,phpBB/includes/message_parser.php,509,578,mixed_php_html,Mixed PHP/HTML,20,,,,.$1;.([a-z]+);.[a-z]+;.[a-z_]+;.syntax;.syntaxdefault,,Separate PHP Logic from Markup;Extract View Helper,pending
phpbb-C0355,phpbb,phpBB/includes/message_parser.php,578,671,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
phpbb-C0356,phpbb,phpBB/includes/message_parser.php,671,799,long_method_or_region,Long or Complex Region,23,,,,,,Extract Method,pending
phpbb-C0357,phpbb,phpBB/includes/message_parser.php,799,968,long_method_or_region,Long or Complex Region,36,,,,,,Extract Method,pending
phpbb-C0358,phpbb,phpBB/includes/message_parser.php,1008,1069,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
phpbb-C0359,phpbb,phpBB/includes/message_parser.php,1069,1142,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0360,phpbb,phpBB/includes/message_parser.php,1152,1331,long_method_or_region,Long or Complex Region,38,,,,,,Extract Method,pending
phpbb-C0361,phpbb,phpBB/includes/message_parser.php,1457,1530,sql_data_access,SQL/Data Access Region,20,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0362,phpbb,phpBB/includes/message_parser.php,1530,1794,sql_data_access,SQL/Data Access Region,37,add_file;delete_file,,the,# . $new_entry[,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0363,phpbb,phpBB/includes/message_parser.php,1794,1882,sql_data_access,SQL/Data Access Region,11,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0364,phpbb,phpBB/includes/message_parser.php,1882,1945,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0365,phpbb,phpBB/includes/message_parser.php,1945,2003,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0366,phpbb,phpBB/includes/sphinxapi.php,1,1711,sql_data_access,SQL/Data Access Region,205,,,PHP;RunQueries;a;an;given;high;result;results;searchd;string,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0367,phpbb,phpBB/includes/sphinxapi.php,234,300,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0368,phpbb,phpBB/includes/sphinxapi.php,300,369,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0369,phpbb,phpBB/includes/sphinxapi.php,561,632,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0370,phpbb,phpBB/includes/sphinxapi.php,632,704,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0371,phpbb,phpBB/includes/sphinxapi.php,984,1100,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0372,phpbb,phpBB/includes/sphinxapi.php,1138,1309,long_method_or_region,Long or Complex Region,21,,,,,,Extract Method,pending
phpbb-C0373,phpbb,phpBB/includes/sphinxapi.php,1309,1434,long_method_or_region,Long or Complex Region,38,,,,,,Extract Method,pending
phpbb-C0374,phpbb,phpBB/includes/sphinxapi.php,1525,1608,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
phpbb-C0375,phpbb,phpBB/install/startup.php,50,144,long_method_or_region,Long or Complex Region,17,,,,,,Extract Method,pending
phpbb-C0376,phpbb,phpBB/phpbb/content_visibility.php,1,885,sql_data_access,SQL/Data Access Region,111,,,all;forum;on;the;topic;users,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0377,phpbb,phpBB/phpbb/content_visibility.php,362,689,sql_data_access,SQL/Data Access Region,47,,,all;the;users,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0378,phpbb,phpBB/phpbb/content_visibility.php,689,810,sql_data_access,SQL/Data Access Region,15,,,on;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0379,phpbb,phpBB/phpbb/content_visibility.php,831,864,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0380,phpbb,phpBB/phpbb/datetime.php,60,134,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0381,phpbb,phpBB/phpbb/file_downloader.php,39,106,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0382,phpbb,phpBB/phpbb/finder.php,423,548,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
phpbb-C0383,phpbb,phpBB/phpbb/pagination.php,59,137,long_method_or_region,Long or Complex Region,21,,,,,,Extract Method,pending
phpbb-C0384,phpbb,phpBB/phpbb/pagination.php,137,290,long_method_or_region,Long or Complex Region,28,,,,,,Extract Method,pending
phpbb-C0385,phpbb,phpBB/phpbb/path_helper.php,152,251,long_method_or_region,Long or Complex Region,8,,,,,,Extract Method,pending
phpbb-C0386,phpbb,phpBB/phpbb/path_helper.php,251,316,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0387,phpbb,phpBB/phpbb/path_helper.php,364,420,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0388,phpbb,phpBB/phpbb/permissions.php,190,365,long_method_or_region,Long or Complex Region,2,,,,,,Extract Method,pending
phpbb-C0389,phpbb,phpBB/phpbb/session.php,1,1643,mixed_php_html_sql,SQL in Presentation Logic,293,sid,,CRON;a;against;correctly;gc;if;last;or;phpBB;session;the;user;what,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0390,phpbb,phpBB/phpbb/session.php,39,164,long_method_or_region,Long or Complex Region,29,,,,,,Extract Method,pending
phpbb-C0391,phpbb,phpBB/phpbb/session.php,164,228,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
phpbb-C0392,phpbb,phpBB/phpbb/session.php,228,517,sql_data_access,SQL/Data Access Region,62,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0393,phpbb,phpBB/phpbb/session.php,517,894,session_dependent_logic,Session-Dependent Logic,68,sid,,against;correctly;or;session;the,,,Extract Guard;Extract Method,pending
phpbb-C0394,phpbb,phpBB/phpbb/session.php,894,986,sql_data_access,SQL/Data Access Region,8,,,last;user,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0395,phpbb,phpBB/phpbb/session.php,986,1078,sql_data_access,SQL/Data Access Region,8,,,CRON;gc,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0396,phpbb,phpBB/phpbb/session.php,1107,1310,sql_data_access,SQL/Data Access Region,46,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0397,phpbb,phpBB/phpbb/session.php,1339,1399,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0398,phpbb,phpBB/phpbb/session.php,1436,1483,sql_data_access,SQL/Data Access Region,9,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0399,phpbb,phpBB/phpbb/session.php,1483,1532,sql_data_access,SQL/Data Access Region,7,,,last;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0400,phpbb,phpBB/phpbb/user.php,1,811,mixed_php_html_sql,SQL in Presentation Logic,102,,,an;the;user,.imageset,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0401,phpbb,phpBB/phpbb/user.php,110,430,sql_data_access,SQL/Data Access Region,45,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0402,phpbb,phpBB/phpbb/user_loader.php,1,236,sql_data_access,SQL/Data Access Region,32,,,our;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0403,phpbb,phpBB/phpbb/user_loader.php,131,165,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0404,phpbb,phpBB/phpbb/version_helper.php,429,510,long_method_or_region,Long or Complex Region,17,,,,,,Extract Method,pending
phpbb-C0405,phpbb,phpBB/phpbb/attachment/delete.php,1,432,sql_data_access,SQL/Data Access Region,59,,,database;filesystem;message;post;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0406,phpbb,phpBB/phpbb/attachment/delete.php,98,195,long_method_or_region,Long or Complex Region,20,,,,,,Extract Method,pending
phpbb-C0407,phpbb,phpBB/phpbb/attachment/delete.php,251,291,sql_data_access,SQL/Data Access Region,8,,,database,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0408,phpbb,phpBB/phpbb/attachment/delete.php,291,332,sql_data_access,SQL/Data Access Region,6,,,filesystem,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0409,phpbb,phpBB/phpbb/attachment/delete.php,332,398,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0410,phpbb,phpBB/phpbb/attachment/upload.php,109,211,long_method_or_region,Long or Complex Region,19,,,,,,Extract Method,pending
phpbb-C0411,phpbb,phpBB/phpbb/auth/auth.php,1,1122,sql_data_access,SQL/Data Access Region,175,,,permission;the;user_permissions,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0412,phpbb,phpBB/phpbb/auth/auth.php,29,109,sql_data_access,SQL/Data Access Region,13,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0413,phpbb,phpBB/phpbb/auth/auth.php,169,218,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0414,phpbb,phpBB/phpbb/auth/auth.php,218,299,sql_data_access,SQL/Data Access Region,18,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0415,phpbb,phpBB/phpbb/auth/auth.php,299,343,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0416,phpbb,phpBB/phpbb/auth/auth.php,454,515,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0417,phpbb,phpBB/phpbb/auth/auth.php,515,572,sql_data_access,SQL/Data Access Region,5,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0418,phpbb,phpBB/phpbb/auth/auth.php,572,605,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0419,phpbb,phpBB/phpbb/auth/auth.php,605,721,sql_data_access,SQL/Data Access Region,24,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0420,phpbb,phpBB/phpbb/auth/auth.php,721,773,sql_data_access,SQL/Data Access Region,10,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0421,phpbb,phpBB/phpbb/auth/auth.php,773,826,sql_data_access,SQL/Data Access Region,11,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0422,phpbb,phpBB/phpbb/auth/auth.php,826,909,sql_data_access,SQL/Data Access Region,13,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0423,phpbb,phpBB/phpbb/auth/auth.php,938,1071,sql_data_access,SQL/Data Access Region,16,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0424,phpbb,phpBB/phpbb/captcha/char_cube3d.php,32,118,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0425,phpbb,phpBB/phpbb/captcha/colour_manager.php,130,229,long_method_or_region,Long or Complex Region,22,,,,,,Extract Method,pending
phpbb-C0426,phpbb,phpBB/phpbb/captcha/colour_manager.php,296,352,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0427,phpbb,phpBB/phpbb/captcha/gd.php,24,151,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0428,phpbb,phpBB/phpbb/captcha/gd.php,289,1845,long_method_or_region,Long or Complex Region,1,,,,,,Extract Method,pending
phpbb-C0429,phpbb,phpBB/phpbb/captcha/gd_wave.php,24,259,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
phpbb-C0430,phpbb,phpBB/phpbb/captcha/gd_wave.php,272,843,long_method_or_region,Long or Complex Region,1,,,,,,Extract Method,pending
phpbb-C0431,phpbb,phpBB/phpbb/captcha/non_gd.php,237,387,long_method_or_region,Long or Complex Region,1,,,,,,Extract Method,pending
phpbb-C0432,phpbb,phpBB/phpbb/config/db.php,1,204,sql_data_access,SQL/Data Access Region,21,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0433,phpbb,phpBB/phpbb/config/db.php,46,98,sql_data_access,SQL/Data Access Region,6,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0434,phpbb,phpBB/phpbb/config/db.php,137,184,sql_data_access,SQL/Data Access Region,7,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0435,phpbb,phpBB/phpbb/db/migrator.php,1,1037,sql_data_access,SQL/Data Access Region,123,,,a;last;migration;migrations;step;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0436,phpbb,phpBB/phpbb/db/migrator.php,311,485,long_method_or_region,Long or Complex Region,24,,,,,,Extract Method,pending
phpbb-C0437,phpbb,phpBB/phpbb/db/migrator.php,526,633,sql_data_access,SQL/Data Access Region,18,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0438,phpbb,phpBB/phpbb/db/migrator.php,633,702,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0439,phpbb,phpBB/phpbb/db/migrator.php,726,834,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0440,phpbb,phpBB/phpbb/di/container_builder.php,136,243,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0441,phpbb,phpBB/phpbb/event/md_exporter.php,125,231,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0442,phpbb,phpBB/phpbb/event/md_exporter.php,370,432,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0443,phpbb,phpBB/phpbb/event/md_exporter.php,462,522,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0444,phpbb,phpBB/phpbb/event/php_exporter.php,192,298,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0445,phpbb,phpBB/phpbb/event/php_exporter.php,312,348,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0446,phpbb,phpBB/phpbb/event/php_exporter.php,444,505,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0447,phpbb,phpBB/phpbb/event/php_exporter.php,557,603,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0448,phpbb,phpBB/phpbb/extension/manager.php,1,633,sql_data_access,SQL/Data Access Region,67,,,database;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0449,phpbb,phpBB/phpbb/extension/manager.php,75,117,sql_data_access,SQL/Data Access Region,5,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0450,phpbb,phpBB/phpbb/extension/manager.php,173,247,sql_data_access,SQL/Data Access Region,7,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0451,phpbb,phpBB/phpbb/extension/manager.php,342,405,sql_data_access,SQL/Data Access Region,9,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0452,phpbb,phpBB/phpbb/feed/base.php,1,337,mixed_php_html_sql,SQL in Presentation Logic,24,,,the,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0453,phpbb,phpBB/phpbb/feed/forum.php,1,178,sql_data_access,SQL/Data Access Region,15,,,feed,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0454,phpbb,phpBB/phpbb/feed/forum.php,47,115,sql_data_access,SQL/Data Access Region,10,,,feed,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0455,phpbb,phpBB/phpbb/feed/forum.php,115,163,sql_data_access,SQL/Data Access Region,3,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0456,phpbb,phpBB/phpbb/feed/helper.php,1,186,mixed_php_html_sql,SQL in Presentation Logic,20,,,inline;quotes,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0457,phpbb,phpBB/phpbb/feed/helper.php,111,187,sql_data_access,SQL/Data Access Region,16,,,inline;quotes,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0458,phpbb,phpBB/phpbb/feed/news.php,58,117,sql_data_access,SQL/Data Access Region,5,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0459,phpbb,phpBB/phpbb/feed/overall.php,27,88,sql_data_access,SQL/Data Access Region,4,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0460,phpbb,phpBB/phpbb/feed/topic.php,1,164,sql_data_access,SQL/Data Access Region,13,,,feed,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0461,phpbb,phpBB/phpbb/feed/topic.php,48,127,sql_data_access,SQL/Data Access Region,10,,,feed,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0462,phpbb,phpBB/phpbb/feed/topics.php,27,88,sql_data_access,SQL/Data Access Region,5,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0463,phpbb,phpBB/phpbb/feed/topics_active.php,41,110,sql_data_access,SQL/Data Access Region,7,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0464,phpbb,phpBB/phpbb/files/filespec.php,367,404,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0465,phpbb,phpBB/phpbb/files/filespec.php,404,552,long_method_or_region,Long or Complex Region,28,,,,,,Extract Method,pending
phpbb-C0466,phpbb,phpBB/phpbb/files/upload.php,209,264,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0467,phpbb,phpBB/phpbb/files/upload.php,264,300,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0468,phpbb,phpBB/phpbb/filesystem/filesystem.php,77,143,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
phpbb-C0469,phpbb,phpBB/phpbb/filesystem/filesystem.php,260,306,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0470,phpbb,phpBB/phpbb/filesystem/filesystem.php,350,487,long_method_or_region,Long or Complex Region,25,,,,,,Extract Method,pending
phpbb-C0471,phpbb,phpBB/phpbb/filesystem/filesystem.php,645,754,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0472,phpbb,phpBB/phpbb/filesystem/filesystem.php,775,917,long_method_or_region,Long or Complex Region,25,,,,,,Extract Method,pending
phpbb-C0473,phpbb,phpBB/phpbb/groupposition/legend.php,1,243,sql_data_access,SQL/Data Access Region,26,,,it;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0474,phpbb,phpBB/phpbb/groupposition/legend.php,173,227,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0475,phpbb,phpBB/phpbb/groupposition/teampage.php,1,597,sql_data_access,SQL/Data Access Region,66,,,is;it;the;this,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0476,phpbb,phpBB/phpbb/groupposition/teampage.php,202,266,sql_data_access,SQL/Data Access Region,5,,,this,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0477,phpbb,phpBB/phpbb/groupposition/teampage.php,393,481,sql_data_access,SQL/Data Access Region,16,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0478,phpbb,phpBB/phpbb/groupposition/teampage.php,481,581,sql_data_access,SQL/Data Access Region,19,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0479,phpbb,phpBB/phpbb/install/installer.php,128,345,long_method_or_region,Long or Complex Region,25,,,,,,Extract Method,pending
phpbb-C0480,phpbb,phpBB/phpbb/install/installer_configuration.php,27,148,long_method_or_region,Long or Complex Region,1,,,,,,Extract Method,pending
phpbb-C0481,phpbb,phpBB/phpbb/install/module_base.php,105,190,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0482,phpbb,phpBB/phpbb/language/language.php,1,673,sql_data_access,SQL/Data Access Region,109,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0483,phpbb,phpBB/phpbb/language/language.php,295,378,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0484,phpbb,phpBB/phpbb/language/language.php,404,576,long_method_or_region,Long or Complex Region,55,,,,,,Extract Method,pending
phpbb-C0485,phpbb,phpBB/phpbb/lock/flock.php,65,116,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0486,phpbb,phpBB/phpbb/log/log.php,1,1001,sql_data_access,SQL/Data Access Region,120,,,SQL;account;the;within,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0487,phpbb,phpBB/phpbb/log/log.php,219,325,sql_data_access,SQL/Data Access Region,19,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0488,phpbb,phpBB/phpbb/log/log.php,325,418,sql_data_access,SQL/Data Access Region,14,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0489,phpbb,phpBB/phpbb/log/log.php,418,827,long_method_or_region,Long or Complex Region,58,,,,,,Extract Method,pending
phpbb-C0490,phpbb,phpBB/phpbb/log/log.php,827,896,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0491,phpbb,phpBB/phpbb/message/topic_form.php,1,166,mixed_php_html_sql,SQL in Presentation Logic,12,,,,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0492,phpbb,phpBB/phpbb/mimetype/guesser.php,46,90,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0493,phpbb,phpBB/phpbb/module/module_manager.php,1,564,sql_data_access,SQL/Data Access Region,34,,,a;does;module;the;tree,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0494,phpbb,phpBB/phpbb/module/module_manager.php,111,184,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0495,phpbb,phpBB/phpbb/module/module_manager.php,184,233,sql_data_access,SQL/Data Access Region,5,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0496,phpbb,phpBB/phpbb/module/module_manager.php,248,346,sql_data_access,SQL/Data Access Region,7,,,a;does,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0497,phpbb,phpBB/phpbb/module/module_manager.php,346,438,sql_data_access,SQL/Data Access Region,5,,,tree,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0498,phpbb,phpBB/phpbb/module/module_manager.php,438,487,sql_data_access,SQL/Data Access Region,2,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0499,phpbb,phpBB/phpbb/module/module_manager.php,487,565,sql_data_access,SQL/Data Access Region,5,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0500,phpbb,phpBB/phpbb/notification/manager.php,1,991,sql_data_access,SQL/Data Access Region,133,,,a;notification;the;this;where,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0501,phpbb,phpBB/phpbb/notification/manager.php,252,307,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0502,phpbb,phpBB/phpbb/notification/manager.php,307,394,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0503,phpbb,phpBB/phpbb/notification/manager.php,600,654,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0504,phpbb,phpBB/phpbb/notification/manager.php,654,710,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0505,phpbb,phpBB/phpbb/notification/manager.php,710,755,sql_data_access,SQL/Data Access Region,5,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0506,phpbb,phpBB/phpbb/notification/manager.php,900,953,sql_data_access,SQL/Data Access Region,5,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0507,phpbb,phpBB/phpbb/passwords/manager.php,160,214,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0508,phpbb,phpBB/phpbb/passwords/manager.php,214,260,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0509,phpbb,phpBB/phpbb/passwords/manager.php,260,337,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0510,phpbb,phpBB/phpbb/plupload/plupload.php,318,365,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0511,phpbb,phpBB/phpbb/profilefields/lang_helper.php,1,140,sql_data_access,SQL/Data Access Region,14,,,DB;language,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0512,phpbb,phpBB/phpbb/profilefields/manager.php,1,502,sql_data_access,SQL/Data Access Region,46,,,custom;profile;the,,,Light Data-Access Isolation;Extract Method,pending
